Table name,State,District,Area Name,Age-group,Birth place ,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
D0201A,07,097,South West,25-34 years,Uttarakhand,"15,557","7,680","7,877",793,373,420,"14,764","7,307","7,457"
D0201A,07,097,South West,25-34 years,Haryana,"36,195","12,217","23,978","4,824",470,"4,354","31,371","11,747","19,624"
D0201A,07,097,South West,25-34 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,25-34 years,Rajasthan,"14,355","7,168","7,187",358,149,209,"13,997","7,019","6,978"
D0201A,07,097,South West,25-34 years,Uttar Pradesh,"84,029","44,881","39,148","3,617","1,738","1,879","80,412","43,143","37,269"
D0201A,07,097,South West,25-34 years,Bihar,"64,309","37,573","26,736","2,848","1,511","1,337","61,461","36,062","25,399"
D0201A,07,097,South West,25-34 years,Sikkim,82,42,40,4,3,1,78,39,39
D0201A,07,097,South West,25-34 years,Arunachal Pradesh,136,71,65,4,2,2,132,69,63
D0201A,07,097,South West,25-34 years,Nagaland,247,130,117,5,3,2,242,127,115
D0201A,07,097,South West,25-34 years,Manipur,915,456,459,4,3,1,911,453,458
D0201A,07,097,South West,25-34 years,Mizoram,105,42,63,0,0,0,105,42,63
D0201A,07,097,South West,25-34 years,Tripura,137,74,63,2,0,2,135,74,61
D0201A,07,097,South West,25-34 years,Meghalaya,192,107,85,1,1,0,191,106,85
D0201A,07,097,South West,25-34 years,Assam,"1,895",956,939,37,20,17,"1,858",936,922
D0201A,07,097,South West,25-34 years,West Bengal,"8,731","4,127","4,604",352,151,201,"8,379","3,976","4,403"
D0201A,07,097,South West,25-34 years,Jharkhand,"4,950","2,471","2,479",95,36,59,"4,855","2,435","2,420"
D0201A,07,097,South West,25-34 years,Odisha,"3,812","1,915","1,897",54,26,28,"3,758","1,889","1,869"
D0201A,07,097,South West,25-34 years,Chhattisgarh,904,428,476,19,4,15,885,424,461
D0201A,07,097,South West,25-34 years,Madhya Pradesh,"5,930","2,865","3,065",200,99,101,"5,730","2,766","2,964"
D0201A,07,097,South West,25-34 years,Gujarat,760,347,413,16,11,5,744,336,408
D0201A,07,097,South West,25-34 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,25-34 years,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1
D0201A,07,097,South West,25-34 years,Maharashtra,"2,849","1,176","1,673",43,11,32,"2,806","1,165","1,641"
D0201A,07,097,South West,25-34 years,Andhra Pradesh,"1,697",777,920,18,5,13,"1,679",772,907
D0201A,07,097,South West,25-34 years,Karnataka,912,468,444,4,2,2,908,466,442
D0201A,07,097,South West,25-34 years,Goa,48,27,21,0,0,0,48,27,21
D0201A,07,097,South West,25-34 years,Lakshadweep,1,1,0,0,0,0,1,1,0
D0201A,07,097,South West,25-34 years,Kerala,"2,124",925,"1,199",4,1,3,"2,120",924,"1,196"
D0201A,07,097,South West,25-34 years,Tamil Nadu,"2,452","1,171","1,281",8,6,2,"2,444","1,165","1,279"
D0201A,07,097,South West,25-34 years,Puducherry,31,12,19,0,0,0,31,12,19
D0201A,07,097,South West,25-34 years,Andaman & Nicobar Islands,34,19,15,0,0,0,34,19,15
D0201A,07,097,South West,25-34 years,Born Outside India,"2,043","1,044",999,48,19,29,"1,995","1,025",970
D0201A,07,097,South West,25-34 years,Unclassifiable,97,45,52,1,1,0,96,44,52
D0201A,07,097,South West,35-59 years,Total Population,"635,609","346,624","288,985","36,156","19,460","16,696","599,453","327,164","272,289"
D0201A,07,097,South West,35-59 years,Born within India,"632,178","344,688","287,490","36,097","19,428","16,669","596,081","325,260","270,821"
D0201A,07,097,South West,35-59 years,Within the state of enumeration,"212,146","124,299","87,847","16,229","11,872","4,357","195,917","112,427","83,490"
D0201A,07,097,South West,35-59 years,Born in the place of enumeration,"193,495","117,589","75,906","13,915","11,595","2,320","179,580","105,994","73,586"
D0201A,07,097,South West,35-59 years,Born elsewhere in the district of enumeration,"18,651","6,710","11,941","2,314",277,"2,037","16,337","6,433","9,904"
D0201A,07,097,South West,35-59 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,35-59 years,States in India beyond the state of enumeration,"420,032","220,389","199,643","19,868","7,556","12,312","400,164","212,833","187,331"
D0201A,07,097,South West,35-59 years,Jammu & Kashmir,"3,205","1,609","1,596",16,10,6,"3,189","1,599","1,590"
D0201A,07,097,South West,35-59 years,Himachal Pradesh,"8,925","4,788","4,137",150,76,74,"8,775","4,712","4,063"
D0201A,07,097,South West,35-59 years,Punjab,"13,551","6,347","7,204",97,40,57,"13,454","6,307","7,147"
D0201A,07,097,South West,35-59 years,Chandigarh,360,151,209,1,0,1,359,151,208
D0201A,07,097,South West,35-59 years,Uttarakhand,"30,443","16,413","14,030","1,350",721,629,"29,093","15,692","13,401"
D0201A,07,097,South West,35-59 years,Haryana,"73,169","29,115","44,054","7,654",829,"6,825","65,515","28,286","37,229"
D0201A,07,097,South West,35-59 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,35-59 years,Rajasthan,"27,041","14,288","12,753",526,257,269,"26,515","14,031","12,484"
D0201A,07,097,South West,35-59 years,Uttar Pradesh,"134,245","74,138","60,107","5,247","2,827","2,420","128,998","71,311","57,687"
D0201A,07,097,South West,35-59 years,Bihar,"71,751","44,106","27,645","3,707","2,202","1,505","68,044","41,904","26,140"
D0201A,07,097,South West,35-59 years,Sikkim,45,19,26,4,3,1,41,16,25
D0201A,07,097,South West,35-59 years,Arunachal Pradesh,65,38,27,0,0,0,65,38,27
D0201A,07,097,South West,35-59 years,Nagaland,123,66,57,2,1,1,121,65,56
D0201A,07,097,South West,35-59 years,Manipur,579,292,287,2,1,1,577,291,286
D0201A,07,097,South West,35-59 years,Mizoram,80,35,45,0,0,0,80,35,45
D0201A,07,097,South West,35-59 years,Tripura,178,85,93,0,0,0,178,85,93
D0201A,07,097,South West,35-59 years,Meghalaya,258,124,134,0,0,0,258,124,134
D0201A,07,097,South West,35-59 years,Assam,"2,116","1,069","1,047",31,17,14,"2,085","1,052","1,033"
D0201A,07,097,South West,35-59 years,West Bengal,"13,184","6,759","6,425",482,267,215,"12,702","6,492","6,210"
D0201A,07,097,South West,35-59 years,Jharkhand,"4,733","2,564","2,169",98,47,51,"4,635","2,517","2,118"
D0201A,07,097,South West,35-59 years,Odisha,"4,500","2,593","1,907",76,44,32,"4,424","2,549","1,875"
D0201A,07,097,South West,35-59 years,Chhattisgarh,"1,166",587,579,23,11,12,"1,143",576,567
D0201A,07,097,South West,35-59 years,Madhya Pradesh,"7,825","3,948","3,877",290,152,138,"7,535","3,796","3,739"
D0201A,07,097,South West,35-59 years,Gujarat,916,418,498,12,4,8,904,414,490
D0201A,07,097,South West,35-59 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,35-59 years,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1
D0201A,07,097,South West,35-59 years,Maharashtra,"4,278","1,972","2,306",55,27,28,"4,223","1,945","2,278"
D0201A,07,097,South West,35-59 years,Andhra Pradesh,"2,745","1,457","1,288",13,7,6,"2,732","1,450","1,282"
D0201A,07,097,South West,35-59 years,Karnataka,"1,453",736,717,6,2,4,"1,447",734,713
D0201A,07,097,South West,35-59 years,Goa,58,28,30,0,0,0,58,28,30
D0201A,07,097,South West,35-59 years,Lakshadweep,2,2,0,0,0,0,2,2,0
D0201A,07,097,South West,35-59 years,Kerala,"6,461","3,229","3,232",12,5,7,"6,449","3,224","3,225"
D0201A,07,097,South West,35-59 years,Tamil Nadu,"6,502","3,373","3,129",12,5,7,"6,490","3,368","3,122"
D0201A,07,097,South West,35-59 years,Puducherry,48,26,22,0,0,0,48,26,22
D0201A,07,097,South West,35-59 years,Andaman & Nicobar Islands,26,14,12,2,1,1,24,13,11
D0201A,07,097,South West,35-59 years,Born Outside India,"3,304","1,878","1,426",58,32,26,"3,246","1,846","1,400"
D0201A,07,097,South West,35-59 years,Unclassifiable,127,58,69,1,0,1,126,58,68
D0201A,07,097,South West,60+,Total Population,"145,271","73,812","71,459","10,327","5,088","5,239","134,944","68,724","66,220"
D0201A,07,097,South West,60+,Born within India,"135,882","68,867","67,015","10,274","5,056","5,218","125,608","63,811","61,797"
D0201A,07,097,South West,60+,Within the state of enumeration,"42,743","23,972","18,771","5,178","3,815","1,363","37,565","20,157","17,408"
D0201A,07,097,South West,60+,Born in the place of enumeration,"39,412","22,951","16,461","4,527","3,744",783,"34,885","19,207","15,678"
D0201A,07,097,South West,60+,Born elsewhere in the district of enumeration,"3,331","1,021","2,310",651,71,580,"2,680",950,"1,730"
D0201A,07,097,South West,60+,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,60+,States in India beyond the state of enumeration,"93,139","44,895","48,244","5,096","1,241","3,855","88,043","43,654","44,389"
D0201A,07,097,South West,60+,Jammu & Kashmir,"1,425",701,724,8,3,5,"1,417",698,719
D0201A,07,097,South West,60+,Himachal Pradesh,"2,340","1,269","1,071",24,13,11,"2,316","1,256","1,060"
D0201A,07,097,South West,60+,Punjab,"7,260","3,687","3,573",33,15,18,"7,227","3,672","3,555"
D0201A,07,097,South West,60+,Chandigarh,21,6,15,0,0,0,21,6,15
D0201A,07,097,South West,60+,Uttarakhand,"7,280","3,756","3,524",285,147,138,"6,995","3,609","3,386"
D0201A,07,097,South West,60+,Haryana,"22,171","8,133","14,038","3,106",253,"2,853","19,065","7,880","11,185"
D0201A,07,097,South West,60+,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,60+,Rajasthan,"6,757","3,281","3,476",121,46,75,"6,636","3,235","3,401"
D0201A,07,097,South West,60+,Uttar Pradesh,"26,765","13,931","12,834",877,411,466,"25,888","13,520","12,368"
D0201A,07,097,South West,60+,Bihar,"8,663","4,913","3,750",497,276,221,"8,166","4,637","3,529"
D0201A,07,097,South West,60+,Sikkim,5,3,2,0,0,0,5,3,2
D0201A,07,097,South West,60+,Arunachal Pradesh,6,4,2,0,0,0,6,4,2
D0201A,07,097,South West,60+,Nagaland,7,5,2,0,0,0,7,5,2
D0201A,07,097,South West,60+,Manipur,36,14,22,0,0,0,36,14,22
D0201A,07,097,South West,60+,Mizoram,12,5,7,0,0,0,12,5,7
D0201A,07,097,South West,60+,Tripura,41,25,16,0,0,0,41,25,16
D0201A,07,097,South West,60+,Meghalaya,49,22,27,0,0,0,49,22,27
D0201A,07,097,South West,60+,Assam,413,228,185,12,7,5,401,221,180
D0201A,07,097,South West,60+,West Bengal,"2,354","1,163","1,191",53,31,22,"2,301","1,132","1,169"
D0201A,07,097,South West,60+,Jharkhand,575,285,290,7,4,3,568,281,287
D0201A,07,097,South West,60+,Odisha,448,256,192,12,5,7,436,251,185
D0201A,07,097,South West,60+,Chhattisgarh,160,84,76,1,1,0,159,83,76
D0201A,07,097,South West,60+,Madhya Pradesh,"1,418",706,712,40,22,18,"1,378",684,694
D0201A,07,097,South West,60+,Gujarat,234,97,137,3,1,2,231,96,135
D0201A,07,097,South West,60+,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,60+,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1
D0201A,07,097,South West,60+,Maharashtra,844,360,484,5,2,3,839,358,481
D0201A,07,097,South West,60+,Andhra Pradesh,536,266,270,5,0,5,531,266,265
D0201A,07,097,South West,60+,Karnataka,316,150,166,2,2,0,314,148,166
D0201A,07,097,South West,60+,Goa,15,5,10,0,0,0,15,5,10
D0201A,07,097,South West,60+,Lakshadweep,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,60+,Kerala,"1,338",738,600,2,1,1,"1,336",737,599
D0201A,07,097,South West,60+,Tamil Nadu,"1,643",800,843,3,1,2,"1,640",799,841
D0201A,07,097,South West,60+,Puducherry,4,2,2,0,0,0,4,2,2
D0201A,07,097,South West,60+,Andaman & Nicobar Islands,2,0,2,0,0,0,2,0,2
D0201A,07,097,South West,60+,Born Outside India,"9,347","4,922","4,425",52,32,20,"9,295","4,890","4,405"
D0201A,07,097,South West,60+,Unclassifiable,42,23,19,1,0,1,41,23,18
D0201A,07,097,South West,Age not stated,Total Population,"4,119","2,296","1,823",312,161,151,"3,807","2,135","1,672"
D0201A,07,097,South West,Age not stated,Born within India,"4,088","2,283","1,805",312,161,151,"3,776","2,122","1,654"
D0201A,07,097,South West,Age not stated,Within the state of enumeration,"2,755","1,606","1,149",243,133,110,"2,512","1,473","1,039"
D0201A,07,097,South West,Age not stated,Born in the place of enumeration,"2,600","1,537","1,063",214,125,89,"2,386","1,412",974
D0201A,07,097,South West,Age not stated,Born elsewhere in the district of enumeration,155,69,86,29,8,21,126,61,65
D0201A,07,097,South West,Age not stated,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,States in India beyond the state of enumeration,"1,333",677,656,69,28,41,"1,264",649,615
D0201A,07,097,South West,Age not stated,Jammu & Kashmir,11,6,5,0,0,0,11,6,5
D0201A,07,097,South West,Age not stated,Himachal Pradesh,22,8,14,0,0,0,22,8,14
D0201A,07,097,South West,Age not stated,Punjab,34,12,22,0,0,0,34,12,22
D0201A,07,097,South West,Age not stated,Chandigarh,1,0,1,0,0,0,1,0,1
D0201A,07,097,South West,Age not stated,Uttarakhand,95,47,48,6,2,4,89,45,44
D0201A,07,097,South West,Age not stated,Haryana,224,87,137,26,8,18,198,79,119
D0201A,07,097,South West,Age not stated,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Rajasthan,63,30,33,3,1,2,60,29,31
D0201A,07,097,South West,Age not stated,Uttar Pradesh,380,202,178,17,8,9,363,194,169
D0201A,07,097,South West,Age not stated,Bihar,294,177,117,14,9,5,280,168,112
D0201A,07,097,South West,Age not stated,Sikkim,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Arunachal Pradesh,1,1,0,0,0,0,1,1,0
D0201A,07,097,South West,Age not stated,Nagaland,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Manipur,4,1,3,0,0,0,4,1,3
D0201A,07,097,South West,Age not stated,Mizoram,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Tripura,1,0,1,0,0,0,1,0,1
D0201A,07,097,South West,Age not stated,Meghalaya,1,1,0,0,0,0,1,1,0
D0201A,07,097,South West,Age not stated,Assam,9,7,2,0,0,0,9,7,2
D0201A,07,097,South West,Age not stated,West Bengal,37,19,18,2,0,2,35,19,16
D0201A,07,097,South West,Age not stated,Jharkhand,13,6,7,0,0,0,13,6,7
D0201A,07,097,South West,Age not stated,Odisha,11,8,3,0,0,0,11,8,3
D0201A,07,097,South West,Age not stated,Chhattisgarh,8,3,5,0,0,0,8,3,5
D0201A,07,097,South West,Age not stated,Madhya Pradesh,32,17,15,1,0,1,31,17,14
D0201A,07,097,South West,Age not stated,Gujarat,2,1,1,0,0,0,2,1,1
D0201A,07,097,South West,Age not stated,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Maharashtra,19,8,11,0,0,0,19,8,11
D0201A,07,097,South West,Age not stated,Andhra Pradesh,14,7,7,0,0,0,14,7,7
D0201A,07,097,South West,Age not stated,Karnataka,7,4,3,0,0,0,7,4,3
D0201A,07,097,South West,Age not stated,Goa,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Lakshadweep,1,0,1,0,0,0,1,0,1
D0201A,07,097,South West,Age not stated,Kerala,26,16,10,0,0,0,26,16,10
D0201A,07,097,South West,Age not stated,Tamil Nadu,23,9,14,0,0,0,23,9,14
D0201A,07,097,South West,Age not stated,Puducherry,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0
D0201A,07,097,South West,Age not stated,Born Outside India,29,11,18,0,0,0,29,11,18
D0201A,07,097,South West,Age not stated,Unclassifiable,2,2,0,0,0,0,2,2,0
D0201A,07,098,South,All ages,Total Population,"2,731,929","1,467,428","1,264,501","12,193","6,819","5,374","2,719,736","1,460,609","1,259,127"
D0201A,07,098,South,All ages,Born within India,"2,683,539","1,442,188","1,241,351","11,959","6,683","5,276","2,671,580","1,435,505","1,236,075"
D0201A,07,098,South,All ages,Within the state of enumeration,"1,494,839","811,326","683,513","6,086","3,441","2,645","1,488,753","807,885","680,868"
D0201A,07,098,South,All ages,Born in the place of enumeration,"1,412,061","771,903","640,158","4,976","2,941","2,035","1,407,085","768,962","638,123"
D0201A,07,098,South,All ages,Born elsewhere in the district of enumeration,"82,778","39,423","43,355","1,110",500,610,"81,668","38,923","42,745"
D0201A,07,098,South,All ages,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,All ages,States in India beyond the state of enumeration,"1,188,700","630,862","557,838","5,873","3,242","2,631","1,182,827","627,620","555,207"
D0201A,07,098,South,All ages,Jammu & Kashmir,"9,369","4,838","4,531",33,17,16,"9,336","4,821","4,515"
D0201A,07,098,South,All ages,Himachal Pradesh,"16,611","8,898","7,713",39,18,21,"16,572","8,880","7,692"
D0201A,07,098,South,All ages,Punjab,"33,767","15,755","18,012",163,81,82,"33,604","15,674","17,930"
D0201A,07,098,South,All ages,Chandigarh,"1,614",643,971,4,0,4,"1,610",643,967
D0201A,07,098,South,All ages,Uttarakhand,"69,816","37,538","32,278",114,64,50,"69,702","37,474","32,228"
D0201A,07,098,South,All ages,Haryana,"68,588","25,046","43,542",616,231,385,"67,972","24,815","43,157"
D0201A,07,098,South,All ages,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,All ages,Rajasthan,"62,055","32,490","29,565",197,98,99,"61,858","32,392","29,466"
D0201A,07,098,South,All ages,Uttar Pradesh,"520,176","280,046","240,130","2,977","1,740","1,237","517,199","278,306","238,893"
D0201A,07,098,South,All ages,Bihar,"232,667","138,989","93,678",817,519,298,"231,850","138,470","93,380"
D0201A,07,098,South,All ages,Sikkim,209,86,123,0,0,0,209,86,123
D0201A,07,098,South,All ages,Arunachal Pradesh,203,82,121,4,1,3,199,81,118
D0201A,07,098,South,All ages,Nagaland,409,177,232,2,0,2,407,177,230
D0201A,07,098,South,All ages,Manipur,"1,552",758,794,10,6,4,"1,542",752,790
D0201A,07,098,South,All ages,Mizoram,111,41,70,1,1,0,110,40,70
D0201A,07,098,South,All ages,Tripura,414,242,172,1,1,0,413,241,172
D0201A,07,098,South,All ages,Meghalaya,549,274,275,1,1,0,548,273,275
D0201A,07,098,South,All ages,Assam,"6,686","3,367","3,319",22,8,14,"6,664","3,359","3,305"
D0201A,07,098,South,All ages,West Bengal,"52,021","26,164","25,857",151,73,78,"51,870","26,091","25,779"
D0201A,07,098,South,All ages,Jharkhand,"21,022","11,116","9,906",380,220,160,"20,642","10,896","9,746"
D0201A,07,098,South,All ages,Odisha,"14,620","8,060","6,560",64,39,25,"14,556","8,021","6,535"
D0201A,07,098,South,All ages,Chhattisgarh,"3,252","1,525","1,727",18,9,9,"3,234","1,516","1,718"
D0201A,07,098,South,All ages,Madhya Pradesh,"23,411","11,582","11,829",147,73,74,"23,264","11,509","11,755"
D0201A,07,098,South,All ages,Gujarat,"2,533","1,101","1,432",10,3,7,"2,523","1,098","1,425"
D0201A,07,098,South,All ages,Daman & Diu,4,1,3,0,0,0,4,1,3
D0201A,07,098,South,All ages,Dadra & Nagar Haveli,7,0,7,0,0,0,7,0,7
D0201A,07,098,South,All ages,Maharashtra,"11,045","4,696","6,349",36,13,23,"11,009","4,683","6,326"
D0201A,07,098,South,All ages,Andhra Pradesh,"4,488","2,151","2,337",15,6,9,"4,473","2,145","2,328"
D0201A,07,098,South,All ages,Karnataka,"2,882","1,323","1,559",4,0,4,"2,878","1,323","1,555"
D0201A,07,098,South,All ages,Goa,242,110,132,1,1,0,241,109,132
D0201A,07,098,South,All ages,Lakshadweep,3,3,0,0,0,0,3,3,0
D0201A,07,098,South,All ages,Kerala,"16,220","7,874","8,346",26,10,16,"16,194","7,864","8,330"
D0201A,07,098,South,All ages,Tamil Nadu,"11,958","5,801","6,157",18,8,10,"11,940","5,793","6,147"
D0201A,07,098,South,All ages,Puducherry,112,48,64,2,1,1,110,47,63
D0201A,07,098,South,All ages,Andaman & Nicobar Islands,84,37,47,0,0,0,84,37,47
D0201A,07,098,South,All ages,Born Outside India,"40,199","20,847","19,352",227,132,95,"39,972","20,715","19,257"
D0201A,07,098,South,All ages,Unclassifiable,"8,191","4,393","3,798",7,4,3,"8,184","4,389","3,795"
D0201A,07,098,South,0-4 years,Total Population,"226,341","119,370","106,971","1,202",614,588,"225,139","118,756","106,383"
D0201A,07,098,South,0-4 years,Born within India,"225,174","118,752","106,422","1,201",614,587,"223,973","118,138","105,835"
D0201A,07,098,South,0-4 years,Within the state of enumeration,"202,024","106,438","95,586","1,017",520,497,"201,007","105,918","95,089"
D0201A,07,098,South,0-4 years,Born in the place of enumeration,"194,837","102,716","92,121",956,486,470,"193,881","102,230","91,651"
D0201A,07,098,South,0-4 years,Born elsewhere in the district of enumeration,"7,187","3,722","3,465",61,34,27,"7,126","3,688","3,438"
D0201A,07,098,South,0-4 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,0-4 years,States in India beyond the state of enumeration,"23,150","12,314","10,836",184,94,90,"22,966","12,220","10,746"
D0201A,07,098,South,0-4 years,Jammu & Kashmir,190,106,84,0,0,0,190,106,84
D0201A,07,098,South,0-4 years,Himachal Pradesh,250,133,117,1,0,1,249,133,116
D0201A,07,098,South,0-4 years,Punjab,298,155,143,0,0,0,298,155,143
D0201A,07,098,South,0-4 years,Chandigarh,52,28,24,0,0,0,52,28,24
D0201A,07,098,South,0-4 years,Uttarakhand,869,473,396,2,2,0,867,471,396
D0201A,07,098,South,0-4 years,Haryana,891,489,402,12,6,6,879,483,396
D0201A,07,098,South,0-4 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,0-4 years,Rajasthan,"1,036",567,469,8,3,5,"1,028",564,464
D0201A,07,098,South,0-4 years,Uttar Pradesh,"9,167","4,808","4,359",97,55,42,"9,070","4,753","4,317"
D0201A,07,098,South,0-4 years,Bihar,"5,827","3,132","2,695",27,13,14,"5,800","3,119","2,681"
D0201A,07,098,South,0-4 years,Sikkim,2,1,1,0,0,0,2,1,1
D0201A,07,098,South,0-4 years,Arunachal Pradesh,5,2,3,0,0,0,5,2,3
D0201A,07,098,South,0-4 years,Nagaland,6,3,3,0,0,0,6,3,3
D0201A,07,098,South,0-4 years,Manipur,22,11,11,0,0,0,22,11,11
D0201A,07,098,South,0-4 years,Mizoram,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,0-4 years,Tripura,12,5,7,0,0,0,12,5,7
D0201A,07,098,South,0-4 years,Meghalaya,4,3,1,0,0,0,4,3,1
D0201A,07,098,South,0-4 years,Assam,167,94,73,0,0,0,167,94,73
D0201A,07,098,South,0-4 years,West Bengal,"1,009",543,466,0,0,0,"1,009",543,466
D0201A,07,098,South,0-4 years,Jharkhand,596,314,282,14,5,9,582,309,273
D0201A,07,098,South,0-4 years,Odisha,478,233,245,3,2,1,475,231,244
D0201A,07,098,South,0-4 years,Chhattisgarh,81,39,42,0,0,0,81,39,42
D0201A,07,098,South,0-4 years,Madhya Pradesh,668,353,315,17,7,10,651,346,305
D0201A,07,098,South,0-4 years,Gujarat,80,54,26,0,0,0,80,54,26
D0201A,07,098,South,0-4 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,0-4 years,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,0-4 years,Maharashtra,341,191,150,1,1,0,340,190,150
D0201A,07,098,South,0-4 years,Andhra Pradesh,184,105,79,0,0,0,184,105,79
D0201A,07,098,South,0-4 years,Karnataka,100,52,48,1,0,1,99,52,47
D0201A,07,098,South,0-4 years,Goa,6,5,1,0,0,0,6,5,1
D0201A,07,098,South,0-4 years,Lakshadweep,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,0-4 years,Kerala,478,242,236,1,0,1,477,242,235
D0201A,07,098,South,0-4 years,Tamil Nadu,324,172,152,0,0,0,324,172,152
D0201A,07,098,South,0-4 years,Puducherry,5,0,5,0,0,0,5,0,5
D0201A,07,098,South,0-4 years,Andaman & Nicobar Islands,2,1,1,0,0,0,2,1,1
D0201A,07,098,South,0-4 years,Born Outside India,521,298,223,1,0,1,520,298,222
D0201A,07,098,South,0-4 years,Unclassifiable,646,320,326,0,0,0,646,320,326
D0201A,07,098,South,5-9 years,Total Population,"254,940","136,631","118,309","1,337",701,636,"253,603","135,930","117,673"
D0201A,07,098,South,5-9 years,Born within India,"253,263","135,779","117,484","1,336",701,635,"251,927","135,078","116,849"
D0201A,07,098,South,5-9 years,Within the state of enumeration,"215,691","115,203","100,488","1,088",575,513,"214,603","114,628","99,975"
D0201A,07,098,South,5-9 years,Born in the place of enumeration,"207,648","110,869","96,779",991,528,463,"206,657","110,341","96,316"
D0201A,07,098,South,5-9 years,Born elsewhere in the district of enumeration,"8,043","4,334","3,709",97,47,50,"7,946","4,287","3,659"
D0201A,07,098,South,5-9 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,5-9 years,States in India beyond the state of enumeration,"37,572","20,576","16,996",248,126,122,"37,324","20,450","16,874"
D0201A,07,098,South,5-9 years,Jammu & Kashmir,227,116,111,1,1,0,226,115,111
D0201A,07,098,South,5-9 years,Himachal Pradesh,370,197,173,2,1,1,368,196,172
D0201A,07,098,South,5-9 years,Punjab,478,271,207,1,1,0,477,270,207
D0201A,07,098,South,5-9 years,Chandigarh,71,37,34,0,0,0,71,37,34
D0201A,07,098,South,5-9 years,Uttarakhand,"1,667",936,731,3,3,0,"1,664",933,731
D0201A,07,098,South,5-9 years,Haryana,"1,274",727,547,15,10,5,"1,259",717,542
D0201A,07,098,South,5-9 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,098,South,5-9 years,Rajasthan,"1,625",905,720,8,4,4,"1,617",901,716
D0201A,07,098,South,5-9 years,Uttar Pradesh,"15,384","8,483","6,901",129,64,65,"15,255","8,419","6,836"
D0201A,07,098,South,5-9 years,Bihar,"10,391","5,718","4,673",34,12,22,"10,357","5,706","4,651"
D0201A,07,098,South,5-9 years,Sikkim,8,4,4,0,0,0,8,4,4
D0201A,07,098,South,5-9 years,Arunachal Pradesh,5,1,4,0,0,0,5,1,4
D0201A,07,098,South,5-9 years,Nagaland,3,2,1,0,0,0,3,2,1
D0201A,07,098,South,5-9 years,Manipur,36,14,22,0,0,0,36,14,22
D0201A,07,098,South,5-9 years,Mizoram,6,1,5,0,0,0,6,1,5
D0201A,07,098,South,5-9 years,Tripura,8,7,1,0,0,0,8,7,1
D0201A,07,098,South,5-9 years,Meghalaya,8,6,2,0,0,0,8,6,2
D0201A,07,098,South,5-9 years,Assam,217,129,88,0,0,0,217,129,88
D0201A,07,098,South,5-9 years,West Bengal,"1,417",720,697,0,0,0,"1,417",720,697
D0201A,07,098,South,5-9 years,Jharkhand,793,443,350,35,20,15,758,423,335
D0201A,07,098,South,5-9 years,Odisha,521,267,254,3,1,2,518,266,252
D0201A,07,098,South,5-9 years,Chhattisgarh,79,35,44,1,0,1,78,35,43
D0201A,07,098,South,5-9 years,Madhya Pradesh,936,503,433,11,5,6,925,498,427
D0201A,07,098,South,5-9 years,Gujarat,131,73,58,0,0,0,131,73,58
D0201A,07,098,South,5-9 years,Daman & Diu,1,0,1,0,0,0,1,0,1
